ID,Date,Tweet
1643319220342599682,2023-04-04 18:26:48+00:00,"""An amazing story worth reading by anyone who wants 2 know how the negotiators from the most vulnerable developing countries manage to hold their own."" -Saleemul Huq, Director, International Centre for #ClimateChange &amp; Development

EVERYTHING THAT RISES by @pbnclimate is out now! https://t.co/J05hNhjOzV"
1643319215846301699,2023-04-04 18:26:47+00:00,Excited to chat about corals and climate change with high schoolers in Colorado! Ready to roll with multiple demos and short videos. https://t.co/3Le6tEQ8Z3
1643319140222902273,2023-04-04 18:26:29+00:00,"Team Biden Poised To Shut Down American Energy, Boost China's Dominance - Climate Change Dispatch https://t.co/GotQQAsMM7"
1643319098179198990,2023-04-04 18:26:19+00:00,"🔥THIS 🔥

#WEF #YGL #AGENDA2030 #Davos #NWO #UN #Trump #NewWorldOrder #Biden #Soros #Schwab #Fauci #Gates #TheGreatReset #ClimateChange #Sustainability #Vaccine #Installed #Election #Global #Elites #EVIL #IfWeALLStandUpGAMEOVER #Revelation #BibleProphecy"
1643319096958943232,2023-04-04 18:26:18+00:00,@JeremyWard33 It's bad construction or old bridges that will collapse and BTW we are not doing anything about climate change or our crumbling infrastructure.
1643319082605838336,2023-04-04 18:26:15+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643319081645539329,2023-04-04 18:26:15+00:00,@errisnotnil @RokoMijic It also means that if it is containable yet has similar powers the first entity that gets there arbitrates the future including solving all the other doomsday scenarios out there like climate change.
1643319052654313474,2023-04-04 18:26:08+00:00,"What do we want?  #CJJP

Call #Governor @KathyHochul .  Tell her to invest in #GreenJobs, and make New York a leader in the fight against #ClimateChange.

@1CHEASTIE 
@SenatorASC 
#TaxTheRichTakeover
#TaxTheRich
#ClimateJobsJustice
#ClimateJobsJusticePackage"
1643319039538888704,2023-04-04 18:26:05+00:00,"Join us at @bioneers on April 8th from 12-6pm! We will be learning from industry leaders on how to fight #climatechange while answering questions about oyster restoration in the #SFBayArea. Register now and be the solution! https://t.co/O9WzNHeM0h
#oysterrestoration #bioneers2023"
1643319035982118912,2023-04-04 18:26:04+00:00,‘Opportunity to rebuild’: Local community leaders unveil climate change alliance https://t.co/6IPIPYI1TK https://t.co/PZOQD5waIw
1643319034619002880,2023-04-04 18:26:03+00:00,@jefielding Gen Z should be at least 10x more worried about AI than they are about climate change. But their priorities are reversed.
1643319021973164032,2023-04-04 18:26:00+00:00,"@DrEliDavid Good for Taylor. Play the media saying she cares, but in actuality she knows “climate change” isn’t real and takes advantage of her resources, allowing her convenient air travel."
1643319013731360769,2023-04-04 18:25:58+00:00,"📢 @GovKathyHochul has backed a bill that would raise emissions &amp; roll back much of NY's Climate Act.

We stand with NY's climate justice leaders as they oppose changes to GHG accounting that would undercount methane and biofuels' contribution to climate change &amp; air pollution."
1643319007699771393,2023-04-04 18:25:57+00:00,@HealthyWFA Climate change is a hoax.
1643319007674789888,2023-04-04 18:25:57+00:00,The Fanatical Arrogance Of The Climate Change Faith https://t.co/nXIQjwKPgy via @ccdeditor
1643318989106413570,2023-04-04 18:25:53+00:00,"Think of #VR / #AR for mapping #supplychains. What a #technology tool to develop strategy &amp; operations with #ContinuousDisruptions. Especially with long term #geopolitics &amp; #ClimateChange. Seeing the size, complexity.  Imagine it for #logistics providers. #retail #manufacturing https://t.co/T3zVsrcozJ"
1643318979039993856,2023-04-04 18:25:50+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318958248939525,2023-04-04 18:25:45+00:00,"Are you interested in #ReFi and want to make an #Impact on #ClimateChange?

🤝 Active &amp; Engaging Community 
⛓️ @official_kpio integration 🔜
🚀 @zealy_io $500 sprint event!  
🌳 Plant trees with $KSWAP
📊 Impact Leaderboard https://t.co/HZ5ElVEJwb 

👉 https://t.co/DYALpP6WyS https://t.co/fGwWMPJg9I"
1643318955874963458,2023-04-04 18:25:45+00:00,@Steigerworld Oh Stags it was just a dui and she wrecked her car. I blame Climate Change and Kapernicks parents personally.
1643318948669317121,2023-04-04 18:25:43+00:00,"#SaveSoil 
https://t.co/fc4fsWTtiI
Save Water 
Save Soil 
Save (Prevent) Climate Change
Save Nature
Save Earth"
1643318940729262082,2023-04-04 18:25:41+00:00,@GreyWingUK @beverleyturner So if they lock the country down because “climate change “..and declare that no can spend anything for a week (extreme I know).it makes no difference?..or they decide I drink too much and block all alcohol transactions?.etc
1643318927483609091,2023-04-04 18:25:38+00:00,@SEforALLorg @DamilolaSDG7 @greensofa_betd The transition towards renewable energy is essential in mitigating the effects of climate change and ensuring a sustainable future for all. Thx to @greensofa_betd for organizing such events that drive meaningful conversations and inspire collective action towards a greener planet
1643318896634601474,2023-04-04 18:25:31+00:00,@RaymondHarvey Plastics straws surely creates the climate change on Jupiter's moon
1643318885385482245,2023-04-04 18:25:28+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318881954713601,2023-04-04 18:25:27+00:00,@SenTedCruz WE LOVE THE GREEN POLICIES. Climate change won't be deterred by your lame rhetoric.
1643318871892393985,2023-04-04 18:25:25+00:00,@TheRealKeean She could have talked about climate change or something like when Trudy is asked a question. Lol. Lefties sure can't handle anything but softballs hey...
1643318863847735297,2023-04-04 18:25:23+00:00,"@CorinSmith1 @JolyonMaugham We could. But even if it were to be the case that Lawson’s views on climate change might have swayed the odd person, climate change denialism is no part of the mainstream debate in the UK, and is not a position adopted by any party. His views have had little to no real impact."
1643318821569064961,2023-04-04 18:25:13+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318813092397065,2023-04-04 18:25:11+00:00,@CathyGB66 @MavConsulting1 @briantylercohen @TheBoeskool Climate change…if you want meaningful change how about having armed security at all schools. Stop using catch phrases that do nothing and pushing for policies that don’t stop it.
1643318792158584834,2023-04-04 18:25:06+00:00,"@Vulcan_hobo @DC_Draino Transgender ideology is a far more serious threat to our children than ""climate change""."
1643318781459025926,2023-04-04 18:25:03+00:00,"The use of coal, oil, gas and fossil fuels has not only increased the temperature of the environment but is justifying climate change to a dangerous extent.But to call the co2 produced as a result better for the trees is beyond understanding.
#climate
#GlobalWarming
#ClimateBrawl https://t.co/RfJy3zGxnf"
1643318758830931968,2023-04-04 18:24:58+00:00,Carving out your opportunity to combat climate change with philanthropy can feel overwhelming at first. Morgan Stanley partnered with the Aspen Institute to highlight five approaches to climate giving. Let’s discuss how you can make an impact. https://t.co/cXX1LxlGWF
1643318742607167489,2023-04-04 18:24:54+00:00,"Welcome to Greenquest Adedayo Adeyanju!

Adedayo Adeyanju is a young, clean energy professional building solutions to establish the clean energy transition in Nigeria. 

#climatechange #explorepage #volunteer #greenquest #sdgs https://t.co/ijL7yi0zzn"
1643318737670397952,2023-04-04 18:24:53+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318666832822284,2023-04-04 18:24:36+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318644129292290,2023-04-04 18:24:30+00:00,@RebelNewsOnline Poilivere idea for climate change is. If you need to fart go to the bathroom
1643318614601113600,2023-04-04 18:24:23+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318611073802242,2023-04-04 18:24:22+00:00,"Two people = two children

Well, a few rabid climate change folks have ""spares""...

Oh, but thats different.  Its not hypocrisy at all.  If you have less than two they get your spares. https://t.co/K9A3EL0xkH"
1643318563082567681,2023-04-04 18:24:11+00:00,"@BjornLomborg Climate change is normal because all stars in the universe are keep moving. But some people try to use its  narrative as weapons for their hidden propaganda.
We have to be vigilant."
1643318538411622404,2023-04-04 18:24:05+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318522704175104,2023-04-04 18:24:01+00:00,"In 2017, heat-exposed work accounted for 50% of India’s GDP. The rising number of lost work hours due to #ExtremeHeat could put 2.5-4.5% of GDP or $150-250bn at risk.

Meanwhile, Pakistan could lose 6.5-9% of GDP due to #ClimateChange, says the World Bank.
https://t.co/kDU9URnfFy"
1643318495176966150,2023-04-04 18:23:55+00:00,Carbon dioxide removal is not a current climate solution — we need to change the narrative https://t.co/9HEsBhoNob
1643318465678155779,2023-04-04 18:23:48+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318464340271104,2023-04-04 18:23:47+00:00,"@Druderrr @TomMesser8 @highbrow_nobrow Thanks to climate change, I don’t think that will be much of an issue in the coming years.  The last time we had a horrendous winter was 12 years ago.  This year, Lorain county only had 5 schools take a snow day.  Last year, there were less than 20."
1643318383260192768,2023-04-04 18:23:28+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318367099711493,2023-04-04 18:23:24+00:00,"@scoobyjava I blame climate change. 

(sarcasm laced with irony. Ambrosia) https://t.co/CorMNhTc8x"
1643318366168293376,2023-04-04 18:23:24+00:00,"""The following are eight charts that I think more people should see, to understand that the climate-change data are very different from what we hear in the commonplace narrative."" https://t.co/wbRpBQ5YxM"
1643318336699113472,2023-04-04 18:23:17+00:00,"@cafreeland @TorontoRBOT My friends in the States know that Canada is a horrible place to invest with our radical leaders in power who tax you and then tax the air you breathe, all in the name of climate change"
1643318334870417411,2023-04-04 18:23:17+00:00,@ShahrarAli @GreenRupertRead Taking large amounts of money to then spend your  lifetime knowingly lying to people about climate change may be the reason for the celebration? Tobacco executives in the US should have been celebrated in the same manner.
1643318332710432769,2023-04-04 18:23:16+00:00,"@ProjectAlethia @RaymondZino @EdKrassen Thanks for the links to two climate change/pro-Biden news sources to prove your point. Of course, closing down a pipeline that provides the country with oil from a close ally without the money/carbon release of shipping with trains and trucks didn't affect the price of oil."
1643318314016358403,2023-04-04 18:23:12+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318287617470464,2023-04-04 18:23:05+00:00,"#ClimateChange impacts us all, including federal agencies. 

CGI Federal’s Climate and #Sustainability Lead suggests ways agencies can mature their climate adaptation and resilience plans in this new article.   

👉 https://t.co/PZ2c4IZnIF 👈 

#WeAreCGI  #EarthMonth https://t.co/YLFGnqEdUW"
1643318272543055878,2023-04-04 18:23:02+00:00,"@SteveMichaels11 @plasticmartyr Climate change is science.
Marxism is political and economical philosophy. Not a religion, but kids wouldn't understand anyway.
""Wokeness"" is just treating people who are different from you with kindness. And more adults need that lesson. Kids get it pretty quickly."
1643318258697732096,2023-04-04 18:22:58+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318246928711685,2023-04-04 18:22:56+00:00,Carving out your opportunity to combat climate change with philanthropy can feel overwhelming at first. Morgan Stanley partnered with the Aspen Institute to highlight five approaches to climate giving. Let’s discuss how you can make an impact. https://t.co/ThyCO19DxF
1643318163637977088,2023-04-04 18:22:36+00:00,"Climate Change Data Scientist (197134) in New York, NY: data, team, engineering, management, business https://t.co/FaDqg5byi4"
1643318148777558018,2023-04-04 18:22:32+00:00,"Happy book birthday to EVERYTHING THAT RISES by @pbnclimate! 

“The most unusual and authentic book you will ever read on #climatechange...deeply personal, mysteriously exhilarating and profoundly moving.” —Christiana Figueres, author of The Future We Choose

#loveisclimateaction"
1643318146143600640,2023-04-04 18:22:32+00:00,"What are the impacts of #climatechange on aquatic food systems, and what are the #bluefood 🐟opportunities for a low-carbon future? Lots to learn during today’s session featuring @drticklejar from @oceansolutions. ⬇️👏 https://t.co/Vf1yWa18iD"
1643318104343330816,2023-04-04 18:22:22+00:00,"@ZHB_Javaid Then do whatever it can be done to better it, but my point is that prioritising effective industrial development over instant green politics fix is the way forward in the long run. Don't fall for Western cries of 'pollution' and 'climate change'. Prioritise industries"
1643318085259231232,2023-04-04 18:22:17+00:00,"breaking news, urgent now and beyond future! save our education, action now - save our loving Planet, save our loving animals, climate change impact, action now! save our supreme court blue wave Party! ! https://t.co/Vpi1Z4A4uw"
1643318077558341632,2023-04-04 18:22:15+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643318072114130945,2023-04-04 18:22:14+00:00,@5ireChain amazes me with how they approach climate change. I am following their #5ireThunder testnet. Sustainability is at the core of their blockchain development. These are huge steps towards saving the planet. 🌏
1643318066938527745,2023-04-04 18:22:13+00:00,"@thesecondellen @PierrePoilievre But don't worry, even though you have no clothes, food and shelter...it's okay because this was done all in the name of climate change, something that has been changing since the ""big bang"" - net thing you will tell me is that Jesus is white"
1643318017126694913,2023-04-04 18:22:01+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643317983538757632,2023-04-04 18:21:53+00:00,@BBCr4today @MishalHusain Completely wrong on Brexit and climate change
1643317970230476802,2023-04-04 18:21:50+00:00,".@selfsustainpdx's #ThomasDoherty &amp; @panupihkala spoke with @SusanBodnar1 about emotional attachment to nature and her research at @TeachersCollege, @Columbia

#FlacotheOwl #emotionalbiodiversity #climateemotions #climatecrisis #climatechangeandhappiness
https://t.co/t6X03JXyBB"
1643317963389280258,2023-04-04 18:21:48+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643317910889279488,2023-04-04 18:21:35+00:00,@DrEtiquette The blatant ongoing corruption re climate change policies and esp UKRAINE  Poised to LOSE 2 months after Woke Millie declared Putin defeated
1643317907185717250,2023-04-04 18:21:35+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643317882762280966,2023-04-04 18:21:29+00:00,#Climatechange is here now. We have a chance to turn things around with the #Nature #Restoration #Law. Sign the petition now to swing the vote in our favour! #NatureRestorationLaw https://t.co/8SH5rgwOpE
1643317879889166337,2023-04-04 18:21:28+00:00,"@BjornLomborg So your point is that climate change is real, but not that bad. We can afford to do nothing more than is being done now. Is that It?"
1643317879356502018,2023-04-04 18:21:28+00:00,"@JPJarod @BBCNews Have you seen the recent spike?
That’s why they’re doing it- to hide it.

Like they’re doing with the other scam- climate change https://t.co/yQrcdSLxXx"
1643317837795323904,2023-04-04 18:21:18+00:00,"@SamanthaGLumley @coloradopols It's not a gun problem. It's a society problem; the Doom &amp; Gloom of climate change, the oppressor or oppressed absolutists, the constant victim-card, the isolation of us vs. them, the invasion of politics into every part of our culture. It's a human problem, NOT a tool problem."
1643317836822003715,2023-04-04 18:21:18+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643317834175356930,2023-04-04 18:21:17+00:00,"@MrBrexitHanky @ReverseGirraffe @LBC @NickFerrariLBC It’s like me saying I support the end of mass extinction but then tweeting that being a climate change denier is a reasonable response.

You hate trans people. That’s it. Hiding behind ‘women’s rights’ gives you a shield. The shield is made of glass and everyone can see thru it."
1643317829733691394,2023-04-04 18:21:16+00:00,"@BernieSpofforth Covid didn’t cut it
Lockdown didn’t cut it
Vaccine didn’t cut it
Climate change won’t cut it
This is exclusively about a collapsing greedy financial empire."
1643317800264409089,2023-04-04 18:21:09+00:00,"@sanjay_world Yeah you missed the fact any one who didnt get the worse ""vaccine"" in history are the most healthies on the planet, variants do not exist. There has never been any evidence of transmission of illness, and climate change is for the gullible who dont know any better like you."
1643317799769759744,2023-04-04 18:21:09+00:00,Here are the Top 10 threats to the survival of civilization https://t.co/y0RgbKSwWN No.1 is Climate Change. No.2 is Nuclear War
1643317790017826823,2023-04-04 18:21:07+00:00,"Web3 Project Ecosapiens Raises $3.5M to Drum Up the Campaign on Climate Change
https://t.co/rhllSW7tfS"
1643317770690658305,2023-04-04 18:21:02+00:00,"@thesecondellen @PierrePoilievre So, in the name of climate change, and Canada's 2% global carbon emission, let make life completely unaffordable for the average Canadian and see the real damage!!! Nice!!! Just like the rest of us, you too will find a ""tent city"" with your name on it"
1643317736574001153,2023-04-04 18:20:54+00:00,RECOVERY=MORE ECONOMIC/DEMOGRAPHIC/MILITARY/DEBT INFLATION=push more humans into nature wipeout/climate change fallout/natural disasters/wars over resources/migration &amp; blame bankruptcies/closures on Russia/China &amp; covid=more humans now in poverty than all humans alive 70yrs ago
1643317720228798467,2023-04-04 18:20:50+00:00,"@TheEggShen @_HannahRitchie Climate change is marginal in the planet's historical record. Even 5-8000 years ago the Sahara/Arabia was green, the amazon/congo rainforests were tiny. e fture economic costs on human civilization (climate deaths per capita are down 99.8% since 1900) but its's not e"
1643317700129636354,2023-04-04 18:20:45+00:00,'Woke' AI Chatbot Successfully Persuades Man to Kill Himself to 'Stop Climate Change' https://t.co/5wVP8BwSOO
1643317665736593408,2023-04-04 18:20:37+00:00,"@GOP @WhiteHouse That’s the GOP for you, “What does climate change have to do with anything?”."
1643317643355602946,2023-04-04 18:20:32+00:00,"@fordnation @EurasiaGroup I think plenty of people would disagree with you. Safe to say you are way over your head making such a claim. Also ""global insecurity"" cause of lack of cars? How about climate change you Timbit? Or that doesn't go with your highways and Greenbelt agenda right? #FordFailedOntario"
1643317635721965573,2023-04-04 18:20:30+00:00,Climate change better stop before I get mad
1643317626255605761,2023-04-04 18:20:28+00:00,"@POTUS We have seen climate change &amp; devastating weather conditions in states Fl, KY, AK, CA, Mississippi etc. Hurricanes, Tornadoes, Flooding etc more importantly we help each other get through this with Biden’s Bipartisan Infrastructure signed into law 11/2021. https://t.co/XfilvbGtGv"
1643317599424634881,2023-04-04 18:20:21+00:00,"The Correct Global #FossilFuel Reduction Dates &amp; Targets to Survive #GlobalWarming and Climate Change for Individuals, Businesses, and Nations. https://t.co/uAmSxcB2gN via @JobOneForHuman1"
1643317577454698499,2023-04-04 18:20:16+00:00,"@EmbassyofRussia @SABCNews @TheDiplOmats_ @MoatsTV @thevaibhavag @v_tretyakov @AfriNewsAgency @IOL @AUC_PAPS @_AfricanUnion Everyone thought Russia was on the same page 
Climate change
Manufactured pandemics
Social capitalism 
Turns out their leader was more interested in land expansion.

You could fit all the people in India and China into Russia and there would still be space left over?"
1643317565077241858,2023-04-04 18:20:13+00:00,"RT @conservators Conservation in the Age of Environmental, Social, and Economic Climate Change Conference, May 16-20: Jacksonville, FL https://t.co/Vq2OM7tn7A @museums4future @CultureDeclares @museumsforparis @SmithsonianCRI @AAMers @NEHgov @US_IMLS @icomus https://t.co/swLgXyteyQ"
1643317558316072966,2023-04-04 18:20:11+00:00,"Climate Change is Affecting All of Us

https://t.co/wkR1CxNd3n

#Climate Change #ExtremeWeatherEvents #SustainableDevelopment"
1643317548635799552,2023-04-04 18:20:09+00:00,"The Correct Global #FossilFuel Reduction Dates &amp; Targets to Survive #GlobalWarming and Climate Change for Individuals, Businesses, and Nations. https://t.co/Ly2dJCSITl via @JobOneForHuman1"
1643317534245138434,2023-04-04 18:20:06+00:00,@PowMan33 @CBCNews Yea and climate change as we know it now has been confirmed over and over again for something like like 25 years at least. Congrats on being an outlier. Please let the rest of actually work on solving it and keep your unfounded sense of “told you so” to yourself please.
1643317511255912448,2023-04-04 18:20:00+00:00,"@CoMagallon @JeremyWard33 Climate change has been known &amp; understood [ 1827-1965 ]1️⃣ https://t.co/7EzF1wMWws 2️⃣ https://t.co/cnE5ZU8C0J 3️⃣ https://t.co/SAta4CsCb4 4️⃣ https://t.co/WFqc7vXb2Y 5️⃣ https://t.co/tVXPZ6Mwdl 6️⃣ https://t.co/o1iSRmm4Jr 7️⃣ https://t.co/Vbs1W92xnw 8️⃣
https://t.co/ciKCfl6qtk"
1643317493031747584,2023-04-04 18:19:56+00:00,Climate change is here now. We have a chance to turn things around with the Nature Restoration Law. Sign the petition now to swing the vote in our favour! #NatureRestorationLaw https://t.co/vTvKCRCVJ0
1643317474375487490,2023-04-04 18:19:51+00:00,"@ryangerritsen if this doesnt work at high prices, what makes you think it will work at $130 or $60 a tonne of CO2?
There is no doubt it can fight climate change however how does it puts money back to Canadians?  It does not help to grow a strong sustainable economy"
1643317406884872192,2023-04-04 18:19:35+00:00,"@CPAC @JoeBiden Trump ripped up trade agreements, canceled a nuclear agreement without a replacement, left the Paris climate change agreement, wanted to destroy NATO (which Putin wants as well), cozied up to autocrat thugs - those kinds of actions bring us closer to war"
1643317373360017410,2023-04-04 18:19:27+00:00,"Climate change doesn't discriminate, it affects us all. As a nation, we need to take action to reduce our carbon footprint and protect our environment. Let's work together towards a sustainable future. 🌍🌿 #ClimateAction #Pakistan"
1643317268590260225,2023-04-04 18:19:02+00:00,German Brewer Creates Powdered Beer To Help Fight Climate Change https://t.co/G6w95npcSV
1643317240006049792,2023-04-04 18:18:56+00:00,"@aptechsolar @RuralElec @AfDB_Group @GET_invest @SchneiderA2E @ENGIE_EnergyAcc @thinkcopper It's essential to promote sustainable energy solutions to meet the energy demands of the continent while mitigating the impact of climate change. Aptech Africa's efforts towards this goal are commendable, and I hope that such initiatives inspire more organizations to take action"
1643317142702665730,2023-04-04 18:18:32+00:00,"@s_guilbeault Steven, if you truly care about the environment, put a climate tax on all Chinese imports and drop all carbon “levies” on Canadians. China built 3X more coal-fired power plants than the rest of the world COMBINED in 2020. Canada can not stop or even make a dent in climate change."
1643317118597726209,2023-04-04 18:18:27+00:00,Italy's ski industry fires cannon against climate change https://t.co/cCSLRtSvxZ via @AwaraMusafir18
1643317114449588227,2023-04-04 18:18:26+00:00,NOTHING is free. What will be the consequences of extracting so many GWh of energy from Earth’s atmosphere? Will this change the weather? Will this change the climate? How? 🤔🤔🤔🤔 https://t.co/xHGtT4Qigi
1643317094593724417,2023-04-04 18:18:21+00:00,"Hangin' with 440 of the 850 collaborators editing the @usgcrp 5th National Climate Change Assessment. Academics &amp; fed &amp; other writing group. So far: Interagency review, public comments and listening sessions, &amp; @theNASEM review for accuracy &amp; complete. @DrMorganG @JesseEugeneBell https://t.co/QXrhTh6bSY"
1643317050910154753,2023-04-04 18:18:10+00:00,"@bobbyscott I urge you to publicly commit to voting No on military spending unless it's reduced and to publicly urge your colleagues to do the same. Use tax $ on existential threats: climate change, current wars, AI out of control and nuclear weapons. #DoomsdayClock"
1643317012792311811,2023-04-04 18:18:01+00:00,"5 hopeful takeaways from the latest international climate report @IPCC_CH 
The newly released IPCC AR6 synthesis report offers a comprehensive view of where the world stands on #climate change. 

Read article via 
@EnvDefenseFund 
👇 
https://t.co/ZBDXXP0PB6 https://t.co/ke2eXjhwVX"
1643316995025248258,2023-04-04 18:17:57+00:00,"@DineshDSouza There is no climate change ,its just a way to fleece more money from the tax payers! How many in the White house abife3 by what they tell us  to do?"
1643316967468613634,2023-04-04 18:17:51+00:00,@MikeHudema So now I’m really done with climate change. Your not going to change anything. People will only stop when the earth says F U plants n animals. Only way to help is to help Elon get us off this rock. We need to start sending huts to the moon and mars immediately. https://t.co/iZv1uKuoUv
1643316923873087488,2023-04-04 18:17:40+00:00,@unusual_whales Good
1643316887613259781,2023-04-04 18:17:32+00:00,@5ireChain amazes me with how they approach climate change. I am following their #5ireThunder testnet. Sustainability is at the core of their blockchain development. These are huge steps towards saving the planet. 🌏
